umap	assay_id	description	exposure_hrs	variant	comment	comment_type
-5.731044347	514114	Cytotoxicity against human SiHa cells by SRB assay				
-5.677214414	500220	Antiproliferative activity against human C33A cells by MTT assay				
-5.677054522	1842905	Antiproliferative activity against human CaSki cells by MTT assay				
-5.67182004	550739	Cytotoxicity against human HepG2				
-5.644261265	438231	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1510245	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1541329	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1541950	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1668883	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1713904	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1776729	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1795077	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1801573	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1827356	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1842357	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1842794	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1866702	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	1992683	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	2207475	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644261265	2275629	Antiproliferative activity against human HepG2 cells by MTT assay				
-5.644205532	2266817	Antiproliferative activity against human HepG2 cells by MTT reduction assay				
-5.640825005	2204293	Antiproliferative activity against human HepG2 cells measured by MTT assay				
-5.637806652	1363480	Anticancer activity against human HepG2 cells assessed as cell viability after 24 hrs by MTT assay	24			
-5.517580863	835405	Cytotoxicity against human HepG2 cells incubated for 3 days by XTT assay	72			
-5.502247064	699640	Cytotoxicity against human HepG2 cells after 3 days by XTT assay	72			
-5.472346408	744675	Cytotoxicity against human HepG2 cells after 3 days by MTS assay	72			
-5.446327769	1745107	Cytotoxicity against human HepG2 cells at 100 uM after 3 days by CellTiter-Glo luminescent cell viability assay			at 100 uM	concentration
-5.432264526	1790386	Cytotoxicity against human HepG2 cells after 3 days by CellTiter blue assay	72			
-5.383374685	751296	Cytotoxicity against human HepG2 after 6 days by MTT method	144			
-5.360699501	555984	Antiproliferative activity against human HepG2 cells after 3 days by MTT assay	72			
-5.353018108	2283354	Cytotoxicity against human SiHa cells by MTT assay				
-5.349209027	547054	Cytotoxicity against human HepG2 cells after 6 days by MTT method	144			
-5.33002621	1445561	Cytotoxicity against human HepG2 cells after 1 hr by MTS reduction assay in absence of serum	1			
-5.329555523	930128	Anticancer activity against Homo sapiens (human) HepG2 cells assessed as inhibition of cell viability after 72 hr by MTT assay	72			
-5.250185093	2110633	Antiproliferative activity against human HepG2 cells incubated for 3 days by MTT assay	72			
-5.231707077	434473	Cytotoxicity against human HepG2 cells by MTT method				
-5.231707077	575385	Cytotoxicity against human HepG2 cells by MTT method				
-5.208229137	800165	Cytotoxicity against human CaSki cells by MTT assay				
-5.193161226	2276828	Cytotoxicity against human HepG2 cells measured after 1 hr by SRB assay				
-5.189746364	972759	Cytotoxicity against human HepG2 cells by SRB assay				
-5.189746364	1453034	Cytotoxicity against human HepG2 cells by SRB assay				
-5.189746364	1576835	Cytotoxicity against human HepG2 cells by SRB assay				
-5.189746364	1720418	Cytotoxicity against human HepG2 cells by SRB assay				
-5.189746364	1761011	Cytotoxicity against human HepG2 cells by SRB assay				
-5.189746364	2265076	Cytotoxicity against human HepG2 cells by SRB assay				
-5.189746364	2276809	Cytotoxicity against human HepG2 cells by SRB assay				
-5.172135286	1499828	Cytotoxic activity against human HepG2 cells by MTT method				
-5.154050453	481283	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	491533	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	550317	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	551727	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	555956	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	581320	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	614602	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	618777	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	622144	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	717226	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	760094	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	775031	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	785706	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	821403	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	989014	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	1365302	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.154050453	1826686	Cytotoxicity against human HepG2 cells after 3 days by MTT assay	72			
-5.114267216	644377	Cytotoxicity against human C33A cells by MTT assay				
-5.10155186	811607	Cytotoxicity against human HepG2 cells after 6 days by MTT assay	144			
-5.10155186	1734071	Cytotoxicity against human HepG2 cells after 6 days by MTT assay	144			
-5.094357258	491636	Cytotoxicity against human HepG2 cells after 4 days by MTT assay	96			
-5.094357258	617897	Cytotoxicity against human HepG2 cells after 4 days by MTT assay	96			
-5.090792211	2275662	Antiproliferative activity against human HepG2 cells incubated for 2 days by MTT assay	48			
-5.045932621	458071	Cytotoxicity against human HepG2 cells after 9 days by MTT assay	216			
-5.045813046	1559073	Cytotoxicity activity against human HepG2 cells by MTT assay				
-5.045813046	1670862	Cytotoxic activity against human HepG2 cells by MTT assay				
-5.038367393	1472002	Cytotoxicity against human HepG2 cells after 2 days by MTT assay	48			
-5.007687662	585281	Cytotoxicity against human HepG2 cells after 5 days by MTT assay	120			
-4.98826871	2280745	Cytotoxicity against human HepG2 cells assessed as inhibition of cell proliferation				
-4.897298995	528523	Inhibition of TPA-induced NF-kappaB activation in human HepG2 cells by luciferase assay				
-4.895129879	83876	In vitro cytotoxicity against HepG2 cells (Hepatocarcinoma from ATCC) by MTT assay				
-4.887594823	698530	Cytotoxicity against human HepG2 by MTT assay				
-4.882620476	2021554	Antiproliferative activity against human HepG2 cells incubated for 6 days by CellTiter-Glo luminescent cell viability assay	144			
-4.873238189	2144909	Hit confirmation in dose-response curve in HepG2 cytotoxicity assay, at 72h	72			
-4.873238189	2144911	Re-testing in dose-response curve in HepG2 cytotoxicity assay, at 72h	72			
-4.861200713	1807914	Cytotoxicity against human HepG2 cells by MTT/SRB assay				
-4.85084148	1663952	Cytotoxicity against human HepG2 cells by CellTiterGlo assay				
-4.84419175	1768804	Cytotoxicity against human HepG2 cells by CCK8 assay				
-4.826939033	903042	Cytotoxicity against Homo sapiens (human) HepG2 cells after 3 days by MTT assay	72			
-4.816618163	337398	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	424827	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	431770	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	469753	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	490754	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	508381	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	527799	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	539910	Cytotoxicity against human HEPG2 cells by MTT assay				
-4.816618163	550041	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	558399	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	565483	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	566052	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	578333	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	587340	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	600746	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	620601	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	638493	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	640606	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	643761	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	644632	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	652050	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	652443	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	684667	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	685525	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	717103	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	749337	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	757023	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	769831	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	775205	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	794168	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	795702	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	800164	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	820941	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	822013	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	830373	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	857513	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	936907	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	946368	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	956130	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	957345	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	971632	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1277288	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1299940	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1431584	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1452479	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1457277	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1471805	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1538543	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1546804	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1557410	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1651514	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1657803	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1683474	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1735329	Cytotoxicity against human HepG2 cells by MTT assay				
-4.816618163	1793040	Cytotoxicity against human HepG2 cells by MTT assay				
